booking_id,hotel_id,room_id,created_at,checkin_date,checkout_date,lead_time_days,length_of_stay,num_guests,channel,cancellation_policy,price_per_night,total_price,refundable,is_cancelled,cancel_date,weather_score,events_nearby_level,competitor_price_index,holiday_flag,created_dow,checkin_dow
B013146,H003,H003-R056,17/08/2024,08/09/2024,15/09/2024,22,7,3,Direct,Semi-Flex,119.11,833.77,1,0,,0.71,0,1.032,0,Saturday,Sunday
B013147,H009,H009-R003,12/10/2024,21/11/2024,26/11/2024,40,5,2,OTA-Booking,Flexible,58.52,292.6,1,0,,0.402,0,1.082,0,Saturday,Thursday
B013148,H006,H006-R049,17/07/2024,30/12/2024,08/01/2025,166,9,2,Direct,NRF,85.97,773.73,0,0,,0.726,0,1.026,0,Wednesday,Monday
B013149,H001,H001-R005,25/07/2025,07/12/2025,11/12/2025,135,4,1,OTA-Expedia,Flexible,53.86,215.44,1,0,,0.423,0,1.008,0,Friday,Sunday
B013150,H004,H004-R014,30/10/2024,05/03/2025,09/03/2025,126,4,2,OTA-Expedia,NRF,70.82,283.28,0,0,,0.453,1,0.902,0,Wednesday,Wednesday
B013151,H003,H003-R045,01/03/2024,26/03/2024,31/03/2024,25,5,1,OTA-Booking,Semi-Flex,70.61,353.05,1,1,25/03/2024,0.342,0,1.097,0,Friday,Tuesday
B013152,H011,H011-R006,17/11/2024,18/04/2025,23/04/2025,152,5,4,Corporate,Flexible,85.18,425.9,1,0,,0.315,0,1.055,0,Sunday,Friday
B013153,H013,H013-R043,26/03/2025,22/05/2025,31/05/2025,57,9,1,OTA-Booking,NRF,96.7,870.3,0,0,,0.271,1,0.914,0,Wednesday,Thursday
B013154,H005,H005-R045,16/11/2024,07/12/2024,17/12/2024,21,10,3,Direct,Semi-Flex,64.9,649,1,0,,0.272,0,0.91,0,Saturday,Saturday
B013155,H004,H004-R014,01/02/2024,20/03/2024,27/03/2024,48,7,2,Direct,Semi-Flex,65.39,457.73,1,1,21/02/2024,0.527,0,0.944,0,Thursday,Wednesday
B013156,H001,H001-R012,23/03/2025,19/04/2025,29/04/2025,27,10,1,OTA-Booking,NRF,65.23,652.3,0,0,,0.085,0,0.966,0,Sunday,Saturday
B013157,H009,H009-R028,18/11/2025,27/12/2025,01/01/2026,39,5,3,Direct,Flexible,60.28,301.4,1,0,,0.523,1,1.107,0,Tuesday,Saturday
B013158,H012,H012-R052,03/07/2024,15/11/2024,22/11/2024,135,7,2,OTA-Expedia,Semi-Flex,82.38,576.66,1,0,,0.725,0,1.041,0,Wednesday,Friday
B013159,H003,H003-R015,11/06/2025,23/08/2025,26/08/2025,73,3,1,OTA-Expedia,Flexible,136.18,408.54,1,0,,0.39,0,0.822,0,Wednesday,Saturday
B013160,H011,H011-R029,02/01/2024,21/01/2024,27/01/2024,19,6,3,OTA-Expedia,Flexible,83.12,498.72,1,1,03/01/2024,0.374,0,1.027,0,Tuesday,Sunday
B013161,H006,H006-R027,30/01/2025,24/06/2025,27/06/2025,145,3,2,OTA-Booking,Flexible,131.42,394.26,1,0,,0.517,1,1.021,0,Thursday,Tuesday
B013162,H002,H002-R028,19/10/2024,04/01/2025,12/01/2025,77,8,3,OTA-Booking,Flexible,91.56,732.48,1,1,23/10/2024,0.642,0,1.033,0,Saturday,Saturday
B013163,H008,H008-R036,28/06/2024,24/09/2024,30/09/2024,88,6,3,Corporate,NRF,106.23,637.38,0,0,,0.236,0,0.97,0,Friday,Tuesday
B013164,H005,H005-R046,25/01/2024,26/06/2024,04/07/2024,153,8,1,OTA-Booking,NRF,106.62,852.96,0,1,17/05/2024,0.589,0,1.062,0,Thursday,Wednesday
B013165,H008,H008-R022,09/12/2025,25/12/2025,03/01/2026,16,9,3,Corporate,NRF,71.65,644.85,0,0,,0.272,0,0.976,1,Tuesday,Thursday
B013166,H007,H007-R006,10/04/2024,18/08/2024,21/08/2024,130,3,4,OTA-Booking,NRF,96.83,290.49,0,0,,0.904,0,0.986,0,Wednesday,Sunday
B013167,H015,H015-R006,04/01/2025,14/02/2025,20/02/2025,41,6,2,OTA-Expedia,Flexible,83.28,499.68,1,0,,0.6,0,1.074,0,Saturday,Friday
B013168,H013,H013-R060,17/03/2024,14/07/2024,20/07/2024,119,6,3,OTA-Expedia,Flexible,117.88,707.28,1,0,,0.812,0,1.144,0,Sunday,Sunday
B013169,H003,H003-R014,02/07/2025,13/07/2025,20/07/2025,11,7,2,OTA-Expedia,NRF,110.92,776.44,0,0,,0.642,1,1.09,0,Wednesday,Sunday
B013170,H012,H012-R032,14/01/2024,12/02/2024,22/02/2024,29,10,4,Direct,NRF,79.89,798.9,0,0,,0.577,0,0.88,0,Sunday,Monday
B013171,H002,H002-R007,19/11/2024,15/02/2025,16/02/2025,88,1,4,OTA-Booking,Semi-Flex,81.07,81.07,1,1,08/01/2025,0.317,0,0.957,0,Tuesday,Saturday
B013172,H002,H002-R016,14/06/2024,07/08/2024,17/08/2024,54,10,4,Direct,NRF,122.88,1228.8,0,1,19/07/2024,0.395,0,1.007,0,Friday,Wednesday
B013173,H014,H014-R059,15/01/2024,18/06/2024,23/06/2024,155,5,3,Direct,NRF,126.38,631.9,0,0,,0.337,0,1.101,0,Monday,Tuesday
B013174,H001,H001-R001,21/02/2025,07/04/2025,15/04/2025,45,8,2,OTA-Booking,Flexible,60.44,483.52,1,0,,0.857,0,1.091,0,Friday,Monday
B013175,H014,H014-R027,05/08/2025,18/10/2025,25/10/2025,74,7,4,OTA-Expedia,Semi-Flex,114.94,804.58,1,0,,0.702,1,0.864,0,Tuesday,Saturday
B013176,H011,H011-R028,20/04/2025,02/10/2025,03/10/2025,165,1,3,Phone,Flexible,88.13,88.13,1,1,26/07/2025,0.593,0,1.049,0,Sunday,Thursday
B013177,H015,H015-R033,20/05/2024,01/09/2024,07/09/2024,104,6,2,OTA-Booking,Flexible,120.63,723.78,1,0,,0.703,1,1.022,0,Monday,Sunday
B013178,H004,H004-R024,14/11/2025,22/11/2025,01/12/2025,8,9,2,Direct,Semi-Flex,69.37,624.33,1,0,,0.253,0,1.167,0,Friday,Saturday
B013179,H010,H010-R023,29/08/2024,02/01/2025,06/01/2025,126,4,2,Direct,NRF,48.7,194.8,0,0,,0.447,0,0.967,0,Thursday,Thursday
B013180,H014,H014-R058,03/12/2024,27/04/2025,05/05/2025,145,8,1,OTA-Expedia,NRF,103.35,826.8,0,0,,0.731,0,0.994,0,Tuesday,Sunday
B013181,H008,H008-R067,11/02/2024,23/03/2024,26/03/2024,41,3,4,Corporate,Flexible,89.13,267.39,1,0,,0.303,0,1.022,0,Sunday,Saturday
B013182,H002,H002-R001,15/02/2024,29/03/2024,01/04/2024,43,3,1,Direct,Flexible,84.19,252.57,1,0,,0.369,0,0.975,0,Thursday,Friday
B013183,H010,H010-R024,17/10/2024,14/12/2024,23/12/2024,58,9,3,Direct,Flexible,48.39,435.51,1,0,,0.172,1,1.002,0,Thursday,Saturday
B013184,H006,H006-R079,05/02/2025,10/07/2025,16/07/2025,155,6,4,OTA-Booking,Flexible,144.06,864.36,1,1,12/04/2025,0.443,1,1.033,0,Wednesday,Thursday
B013185,H002,H002-R055,18/01/2024,26/03/2024,31/03/2024,68,5,4,Corporate,Semi-Flex,68.48,342.4,1,1,20/02/2024,0.279,0,1.021,0,Thursday,Tuesday
B013186,H002,H002-R003,17/02/2025,05/03/2025,14/03/2025,16,9,3,OTA-Expedia,NRF,79.09,711.81,0,0,,0.593,0,0.879,0,Monday,Wednesday
B013187,H011,H011-R015,14/06/2024,03/10/2024,04/10/2024,111,1,2,Direct,NRF,98.35,98.35,0,0,,0.641,0,1.029,0,Friday,Thursday
B013188,H014,H014-R026,06/05/2024,17/05/2024,19/05/2024,11,2,4,Corporate,Flexible,110.5,221,1,0,,0.525,1,0.949,0,Monday,Friday
B013189,H011,H011-R011,09/02/2025,17/03/2025,27/03/2025,36,10,2,OTA-Expedia,NRF,75.34,753.4,0,0,,0.179,0,0.951,0,Sunday,Monday
B013190,H002,H002-R068,02/07/2024,08/07/2024,17/07/2024,6,9,1,Direct,Flexible,106.37,957.33,1,0,,0.889,1,0.998,0,Tuesday,Monday
B013191,H014,H014-R015,16/01/2024,17/03/2024,18/03/2024,61,1,1,OTA-Booking,Flexible,78.61,78.61,1,0,,0.483,0,0.849,0,Tuesday,Sunday
B013192,H015,H015-R058,05/10/2024,02/01/2025,11/01/2025,89,9,3,Direct,NRF,87.21,784.89,0,0,,0.462,0,0.865,0,Saturday,Thursday
B013193,H005,H005-R021,21/02/2024,06/06/2024,10/06/2024,106,4,2,Direct,NRF,97.08,388.32,0,0,,0.992,0,0.978,0,Wednesday,Thursday
B013194,H013,H013-R027,05/01/2024,06/03/2024,16/03/2024,61,10,2,OTA-Booking,Flexible,87.73,877.3,1,1,29/01/2024,0.478,0,0.996,0,Friday,Wednesday
B013195,H010,H010-R014,18/02/2025,11/07/2025,20/07/2025,143,9,1,Direct,NRF,76.81,691.29,0,0,,0.653,0,0.898,0,Tuesday,Friday
B013196,H012,H012-R017,14/07/2024,22/08/2024,28/08/2024,39,6,4,OTA-Expedia,Semi-Flex,140.54,843.24,1,0,,0.701,2,0.876,0,Sunday,Thursday
B013197,H001,H001-R007,27/01/2025,14/07/2025,24/07/2025,168,10,1,OTA-Expedia,Flexible,77.27,772.7,1,1,09/05/2025,0.48,0,0.986,0,Monday,Monday
B013198,H003,H003-R025,22/02/2024,03/07/2024,06/07/2024,132,3,2,Direct,Semi-Flex,123.7,371.1,1,1,05/06/2024,0.589,0,0.909,0,Thursday,Wednesday
B013199,H008,H008-R022,18/09/2025,12/11/2025,13/11/2025,55,1,3,OTA-Booking,Flexible,67.16,67.16,1,0,,0.479,0,0.95,0,Thursday,Wednesday
B013200,H006,H006-R031,15/07/2025,14/10/2025,15/10/2025,91,1,3,Direct,Flexible,95.06,95.06,1,0,,0.785,0,1.069,0,Tuesday,Tuesday
B013201,H014,H014-R049,18/02/2024,02/05/2024,06/05/2024,74,4,3,OTA-Expedia,Semi-Flex,103.41,413.64,1,1,13/04/2024,0.66,1,1.01,0,Sunday,Thursday
B013202,H015,H015-R056,15/01/2024,01/06/2024,06/06/2024,138,5,4,OTA-Booking,Flexible,137.88,689.4,1,0,,0.479,0,1.042,0,Monday,Saturday
B013203,H011,H011-R037,22/11/2024,20/05/2025,21/05/2025,179,1,4,OTA-Booking,NRF,90.26,90.26,0,0,,0.569,1,0.972,0,Friday,Tuesday
B013204,H015,H015-R016,14/03/2024,04/06/2024,10/06/2024,82,6,3,Direct,Flexible,114.77,688.62,1,1,12/05/2024,0.635,0,1.011,0,Thursday,Tuesday
B013205,H006,H006-R077,28/10/2025,11/12/2025,15/12/2025,44,4,4,Direct,NRF,94.65,378.6,0,0,,0.545,0,1.005,0,Tuesday,Thursday
B013206,H010,H010-R023,18/06/2025,19/11/2025,28/11/2025,154,9,2,Direct,NRF,54.69,492.21,0,0,,0.616,0,1.129,0,Wednesday,Wednesday
B013207,H007,H007-R011,21/06/2024,30/07/2024,05/08/2024,39,6,2,Direct,Semi-Flex,79.83,478.98,1,0,,0.961,1,0.97,0,Friday,Tuesday
B013208,H006,H006-R055,10/03/2025,21/03/2025,30/03/2025,11,9,1,OTA-Booking,Semi-Flex,71.42,642.78,1,0,,0.72,0,0.998,0,Monday,Friday
B013209,H011,H011-R022,05/06/2025,27/07/2025,31/07/2025,52,4,4,Corporate,Semi-Flex,117.93,471.72,1,0,,1,2,1.082,0,Thursday,Sunday
B013210,H015,H015-R063,17/06/2024,17/06/2024,21/06/2024,0,4,4,OTA-Booking,Flexible,135.86,543.44,1,0,,0.797,1,0.891,0,Monday,Monday
B013211,H009,H009-R033,14/02/2024,02/06/2024,05/06/2024,109,3,2,OTA-Booking,Flexible,89.56,268.68,1,0,,0.87,1,0.957,0,Wednesday,Sunday
B013212,H009,H009-R019,01/02/2024,06/07/2024,10/07/2024,156,4,3,OTA-Expedia,Semi-Flex,83.41,333.64,1,0,,0.449,0,1,0,Thursday,Saturday
B013213,H011,H011-R028,11/01/2025,02/02/2025,05/02/2025,22,3,3,Direct,NRF,81.58,244.74,0,0,,0.27,1,1.041,0,Saturday,Sunday
B013214,H013,H013-R055,04/01/2024,31/01/2024,07/02/2024,27,7,1,OTA-Booking,NRF,82.41,576.87,0,0,,0.885,0,0.844,0,Thursday,Wednesday
B013215,H003,H003-R058,15/12/2024,22/12/2024,26/12/2024,7,4,1,OTA-Expedia,Semi-Flex,82.72,330.88,1,0,,0.262,0,0.9,0,Sunday,Sunday
B013216,H006,H006-R040,09/10/2024,09/02/2025,17/02/2025,123,8,3,OTA-Expedia,Semi-Flex,95.91,767.28,1,1,12/01/2025,0.793,0,0.987,0,Wednesday,Sunday
B013217,H011,H011-R008,27/04/2024,04/09/2024,13/09/2024,130,9,4,OTA-Booking,Semi-Flex,102.79,925.11,1,0,,0.49,0,0.963,0,Saturday,Wednesday
B013218,H005,H005-R013,19/06/2024,20/06/2024,21/06/2024,1,1,4,Corporate,Flexible,90.73,90.73,1,0,,0.902,0,1.083,0,Wednesday,Thursday
B013219,H006,H006-R020,18/02/2024,23/03/2024,25/03/2024,34,2,1,OTA-Booking,Flexible,98.54,197.08,1,0,,0.617,1,1.094,0,Sunday,Saturday
B013220,H004,H004-R023,17/09/2024,14/01/2025,24/01/2025,119,10,1,OTA-Booking,Flexible,65.89,658.9,1,0,,0.589,0,1.001,0,Tuesday,Tuesday
B013221,H008,H008-R039,12/01/2024,16/05/2024,17/05/2024,125,1,3,Direct,Semi-Flex,111.14,111.14,1,0,,0.381,1,0.989,0,Friday,Thursday
B013222,H013,H013-R001,15/09/2024,11/02/2025,13/02/2025,149,2,1,Direct,Semi-Flex,72.4,144.8,1,1,09/11/2024,0.176,0,1.046,0,Sunday,Tuesday
B013223,H006,H006-R039,25/10/2025,19/11/2025,23/11/2025,25,4,1,Direct,Flexible,81.58,326.32,1,0,,0.33,0,1.007,0,Saturday,Wednesday
B013224,H008,H008-R017,25/08/2025,22/09/2025,28/09/2025,28,6,3,OTA-Booking,Flexible,125.46,752.76,1,0,,0.778,1,0.982,0,Monday,Monday
B013225,H006,H006-R056,07/07/2025,17/11/2025,25/11/2025,133,8,3,OTA-Expedia,Flexible,75.77,606.16,1,1,25/10/2025,0.266,0,0.963,0,Monday,Monday
B013226,H015,H015-R062,29/11/2024,28/04/2025,30/04/2025,150,2,1,OTA-Booking,NRF,85.49,170.98,0,0,,0.314,0,0.981,0,Friday,Monday
B013227,H007,H007-R003,02/01/2024,12/04/2024,22/04/2024,101,10,2,Direct,Flexible,67.79,677.9,1,0,,0.343,0,0.962,0,Tuesday,Friday
B013228,H011,H011-R042,25/05/2024,31/05/2024,03/06/2024,6,3,1,Corporate,Semi-Flex,93.7,281.1,1,0,,0.576,0,1.067,0,Saturday,Friday
B013229,H004,H004-R047,28/07/2025,16/10/2025,17/10/2025,80,1,3,OTA-Expedia,Flexible,92.75,92.75,1,1,28/09/2025,0.168,0,0.868,0,Monday,Thursday
B013230,H006,H006-R052,21/03/2024,10/09/2024,13/09/2024,173,3,2,Direct,Flexible,135.2,405.6,1,0,,0.411,0,1.136,0,Thursday,Tuesday
B013231,H007,H007-R002,09/06/2024,18/11/2024,25/11/2024,162,7,3,OTA-Expedia,Flexible,56.38,394.66,1,0,,0.759,0,0.911,0,Sunday,Monday
B013232,H011,H011-R041,09/11/2024,30/11/2024,10/12/2024,21,10,4,Direct,NRF,64.91,649.1,0,0,,0.158,0,1.062,0,Saturday,Saturday
B013233,H003,H003-R027,14/10/2025,09/12/2025,10/12/2025,56,1,3,Direct,Semi-Flex,64.2,64.2,1,0,,0.766,0,1.009,0,Tuesday,Tuesday
B013234,H006,H006-R029,22/08/2025,28/10/2025,30/10/2025,67,2,4,Direct,NRF,106.33,212.66,0,0,,0.533,0,0.996,1,Friday,Tuesday
B013235,H006,H006-R069,08/01/2024,18/01/2024,20/01/2024,10,2,1,OTA-Booking,Flexible,83.8,167.6,1,0,,0.396,0,1.136,0,Monday,Thursday
B013236,H006,H006-R073,16/03/2024,27/04/2024,07/05/2024,42,10,4,Phone,NRF,97.96,979.6,0,0,,0.505,0,1.026,0,Saturday,Saturday
B013237,H011,H011-R046,29/03/2025,29/04/2025,02/05/2025,31,3,2,Direct,Flexible,81.39,244.17,1,0,,0.129,0,1.038,0,Saturday,Tuesday
B013238,H007,H007-R011,31/07/2025,23/12/2025,02/01/2026,145,10,3,Direct,NRF,56.7,567,0,0,,0.559,0,1.077,0,Thursday,Tuesday
B013239,H003,H003-R004,13/06/2024,01/07/2024,05/07/2024,18,4,4,Corporate,NRF,110.71,442.84,0,0,,0.766,0,0.962,0,Thursday,Monday
B013240,H001,H001-R015,15/09/2024,05/12/2024,11/12/2024,81,6,2,Direct,Semi-Flex,56.45,338.7,1,0,,0.286,0,1.027,0,Sunday,Thursday
B013241,H001,H001-R017,18/02/2025,21/05/2025,23/05/2025,92,2,4,OTA-Booking,NRF,65.49,130.98,0,0,,0.278,0,0.987,0,Tuesday,Wednesday
B013242,H008,H008-R058,28/08/2025,27/10/2025,29/10/2025,60,2,3,Direct,Flexible,88.7,177.4,1,0,,0.123,0,1.019,0,Thursday,Monday
B013243,H003,H003-R038,05/01/2024,13/01/2024,21/01/2024,8,8,4,Direct,Flexible,80.8,646.4,1,0,,0.197,1,1.042,0,Friday,Saturday
B013244,H004,H004-R013,05/10/2024,16/02/2025,21/02/2025,134,5,2,OTA-Booking,Flexible,75.2,376,1,0,,0.432,0,0.878,0,Saturday,Sunday
B013245,H005,H005-R048,03/07/2024,04/10/2024,10/10/2024,93,6,1,Phone,Flexible,90.25,541.5,1,0,,0.314,0,0.853,0,Wednesday,Friday
B013246,H010,H010-R013,14/08/2024,26/01/2025,27/01/2025,165,1,2,Direct,Flexible,47.09,47.09,1,0,,0.283,1,1.016,0,Wednesday,Sunday
B013247,H006,H006-R006,13/11/2024,11/02/2025,15/02/2025,90,4,2,Direct,Flexible,80.5,322,1,0,,0.435,0,1.049,0,Wednesday,Tuesday
B013248,H011,H011-R056,19/10/2024,08/01/2025,10/01/2025,81,2,3,OTA-Expedia,Semi-Flex,79.62,159.24,1,0,,0.501,0,1.029,0,Saturday,Wednesday
B013249,H010,H010-R006,23/06/2024,17/10/2024,22/10/2024,116,5,1,OTA-Booking,NRF,70.77,353.85,0,0,,0.635,1,1.018,0,Sunday,Thursday
B013250,H005,H005-R030,24/08/2024,19/12/2024,27/12/2024,117,8,4,Direct,Semi-Flex,60.88,487.04,1,0,,0.375,0,1.006,0,Saturday,Thursday
B013251,H011,H011-R049,04/05/2025,31/08/2025,07/09/2025,119,7,2,OTA-Expedia,Flexible,127.71,893.97,1,0,,0.265,0,0.931,0,Sunday,Sunday
B013252,H006,H006-R077,29/06/2024,12/08/2024,16/08/2024,44,4,3,Direct,NRF,133.65,534.6,0,0,,0.694,0,0.95,0,Saturday,Monday
B013253,H009,H009-R013,07/11/2025,14/11/2025,19/11/2025,7,5,3,OTA-Booking,Semi-Flex,62.84,314.2,1,0,,0.724,0,0.958,0,Friday,Friday
B013254,H011,H011-R044,04/01/2025,27/03/2025,31/03/2025,82,4,2,Corporate,NRF,61.88,247.52,0,0,,0.705,0,0.977,0,Saturday,Thursday
B013255,H008,H008-R014,22/07/2024,19/08/2024,20/08/2024,28,1,4,OTA-Booking,Flexible,116.34,116.34,1,0,,0.518,0,0.99,0,Monday,Monday
B013256,H001,H001-R026,18/04/2024,10/06/2024,14/06/2024,53,4,2,Direct,Semi-Flex,88.37,353.48,1,0,,0.685,1,0.978,0,Thursday,Monday
B013257,H009,H009-R013,07/03/2025,31/05/2025,10/06/2025,85,10,4,Direct,NRF,74.27,742.7,0,0,,0.616,0,1.116,0,Friday,Saturday
B013258,H007,H007-R003,06/01/2024,28/01/2024,29/01/2024,22,1,2,Corporate,Flexible,57.8,57.8,1,0,,0.072,0,0.979,0,Saturday,Sunday
B013259,H005,H005-R032,01/06/2024,10/06/2024,17/06/2024,9,7,1,OTA-Expedia,NRF,109.38,765.66,0,0,,1,0,1.014,0,Saturday,Monday
B013260,H015,H015-R028,10/04/2025,10/06/2025,12/06/2025,61,2,1,OTA-Expedia,NRF,129.51,259.02,0,1,23/05/2025,0.529,0,0.871,0,Thursday,Tuesday
B013261,H010,H010-R004,26/11/2024,21/02/2025,02/03/2025,87,9,3,OTA-Expedia,NRF,58.92,530.28,0,0,,0.497,1,0.937,0,Tuesday,Friday
B013262,H007,H007-R018,23/02/2025,22/05/2025,01/06/2025,88,10,3,OTA-Booking,Semi-Flex,68.32,683.2,1,0,,0.43,0,0.854,0,Sunday,Thursday
B013263,H012,H012-R069,28/11/2025,16/12/2025,20/12/2025,18,4,3,OTA-Booking,Flexible,84.73,338.92,1,0,,0,0,1.093,0,Friday,Tuesday
B013264,H009,H009-R030,01/11/2024,24/02/2025,26/02/2025,115,2,1,OTA-Booking,Flexible,60.53,121.06,1,0,,0.491,1,1.102,0,Friday,Monday
B013265,H006,H006-R064,07/10/2025,29/12/2025,08/01/2026,83,10,2,OTA-Expedia,Flexible,82,820,1,1,16/11/2025,0.244,0,1.04,0,Tuesday,Monday
B013266,H010,H010-R022,08/04/2024,17/09/2024,19/09/2024,162,2,1,OTA-Booking,NRF,86.55,173.1,0,0,,0.527,1,0.937,0,Monday,Tuesday
B013267,H007,H007-R016,13/01/2024,28/01/2024,05/02/2024,15,8,3,OTA-Booking,Semi-Flex,60.82,486.56,1,0,,0.572,1,0.863,0,Saturday,Sunday
B013268,H004,H004-R038,13/07/2025,10/11/2025,15/11/2025,120,5,1,Phone,Flexible,67.91,339.55,1,0,,0.349,0,0.987,0,Sunday,Monday
B013269,H006,H006-R026,16/07/2024,27/10/2024,31/10/2024,103,4,1,OTA-Booking,Semi-Flex,120.58,482.32,1,0,,0.682,0,0.989,0,Tuesday,Sunday
B013270,H008,H008-R001,14/12/2024,10/03/2025,14/03/2025,86,4,4,Direct,Semi-Flex,77.65,310.6,1,1,08/03/2025,0.275,0,1.116,0,Saturday,Monday
B013271,H012,H012-R015,11/10/2024,03/03/2025,05/03/2025,143,2,3,Phone,Flexible,85.83,171.66,1,0,,0.422,0,0.942,0,Friday,Monday
B013272,H009,H009-R003,06/08/2025,01/09/2025,07/09/2025,26,6,1,Phone,Flexible,96.31,577.86,1,0,,0.309,1,0.899,0,Wednesday,Monday
B013273,H003,H003-R028,11/01/2024,21/01/2024,25/01/2024,10,4,2,OTA-Booking,NRF,69.62,278.48,0,0,,0.394,1,0.971,0,Thursday,Sunday
B013274,H011,H011-R042,30/06/2024,02/10/2024,07/10/2024,94,5,4,OTA-Booking,NRF,76.6,383,0,0,,0.542,0,0.935,0,Sunday,Wednesday
B013275,H013,H013-R010,07/01/2024,21/01/2024,29/01/2024,14,8,1,OTA-Expedia,NRF,90.24,721.92,0,0,,0.522,0,1.039,0,Sunday,Sunday
B013276,H011,H011-R033,14/06/2024,01/12/2024,09/12/2024,170,8,4,OTA-Booking,Semi-Flex,75.68,605.44,1,1,17/08/2024,0.509,0,0.999,0,Friday,Sunday
B013277,H007,H007-R023,02/04/2024,15/07/2024,23/07/2024,104,8,4,OTA-Booking,NRF,91.53,732.24,0,0,,0.283,1,1.03,0,Tuesday,Monday
B013278,H006,H006-R010,21/09/2024,22/02/2025,03/03/2025,154,9,1,Direct,Semi-Flex,75.25,677.25,1,0,,0.744,0,1.005,0,Saturday,Saturday
B013279,H010,H010-R014,05/05/2025,02/10/2025,04/10/2025,150,2,3,OTA-Expedia,Flexible,71.97,143.94,1,0,,0.357,0,1.079,0,Monday,Thursday
B013280,H009,H009-R032,27/03/2025,27/07/2025,29/07/2025,122,2,4,Direct,Flexible,82.93,165.86,1,0,,0.886,0,0.989,0,Thursday,Sunday
B013281,H009,H009-R004,13/01/2024,02/04/2024,06/04/2024,80,4,1,OTA-Booking,Flexible,81.23,324.92,1,0,,0.533,0,0.883,0,Saturday,Tuesday
B013282,H009,H009-R006,23/01/2024,17/02/2024,23/02/2024,25,6,2,OTA-Booking,Flexible,55.13,330.78,1,0,,0.571,1,1.049,0,Tuesday,Saturday
B013283,H009,H009-R016,29/07/2024,21/11/2024,24/11/2024,115,3,2,OTA-Expedia,Semi-Flex,62.3,186.9,1,0,,0.547,0,0.952,0,Monday,Thursday
B013284,H010,H010-R024,19/05/2024,22/09/2024,02/10/2024,126,10,2,Corporate,NRF,75.6,756,0,1,03/09/2024,0.519,0,1.094,0,Sunday,Sunday
B013285,H005,H005-R020,05/10/2024,23/12/2024,29/12/2024,79,6,3,OTA-Expedia,Semi-Flex,68.29,409.74,1,1,16/12/2024,0.517,0,0.992,0,Saturday,Monday
B013286,H015,H015-R025,07/01/2024,17/03/2024,27/03/2024,70,10,1,Direct,NRF,90.42,904.2,0,0,,0.344,0,0.834,0,Sunday,Sunday
B013287,H015,H015-R022,22/12/2024,08/06/2025,14/06/2025,168,6,4,OTA-Expedia,Flexible,108.78,652.68,1,1,29/05/2025,0.493,0,0.962,0,Sunday,Sunday
B013288,H015,H015-R032,20/06/2025,30/07/2025,07/08/2025,40,8,4,OTA-Expedia,NRF,126.74,1013.92,0,0,,0.788,0,0.962,0,Friday,Wednesday
B013289,H007,H007-R002,17/03/2025,13/05/2025,22/05/2025,57,9,3,OTA-Expedia,NRF,70.59,635.31,0,0,,0.177,0,0.942,0,Monday,Tuesday
B013290,H013,H013-R013,16/02/2024,22/07/2024,29/07/2024,157,7,2,Direct,Flexible,120.38,842.66,1,0,,0.339,0,1.089,0,Friday,Monday
B013291,H005,H005-R007,30/01/2024,04/04/2024,09/04/2024,65,5,4,Direct,Flexible,93.27,466.35,1,0,,0.386,0,0.898,0,Tuesday,Thursday
B013292,H009,H009-R004,20/02/2024,21/02/2024,02/03/2024,1,10,1,Direct,Flexible,63.62,636.2,1,0,,0.711,1,1.082,0,Tuesday,Wednesday
B013293,H014,H014-R067,22/12/2024,17/01/2025,22/01/2025,26,5,2,Direct,NRF,90.29,451.45,0,0,,0.293,1,0.901,0,Sunday,Friday
B013294,H001,H001-R014,09/12/2024,15/02/2025,22/02/2025,68,7,2,Direct,Flexible,58.36,408.52,1,1,10/12/2024,0.685,0,1.118,0,Monday,Saturday
B013295,H004,H004-R009,14/12/2024,31/01/2025,06/02/2025,48,6,3,OTA-Booking,Flexible,59.31,355.86,1,0,,0.536,0,1.158,0,Saturday,Friday
B013296,H002,H002-R031,28/08/2024,29/11/2024,07/12/2024,93,8,4,Phone,Flexible,86.01,688.08,1,0,,0.488,1,0.966,0,Wednesday,Friday
B013297,H013,H013-R058,08/09/2024,07/03/2025,17/03/2025,180,10,4,Corporate,Flexible,80.58,805.8,1,0,,0.281,0,0.86,0,Sunday,Friday
B013298,H008,H008-R017,13/01/2024,02/03/2024,07/03/2024,49,5,2,OTA-Expedia,Flexible,82.99,414.95,1,1,29/01/2024,0.298,0,0.973,0,Saturday,Saturday
B013299,H011,H011-R015,04/04/2024,26/09/2024,29/09/2024,175,3,2,Corporate,Flexible,114.85,344.55,1,1,13/08/2024,0.401,0,1.031,0,Thursday,Thursday
B013300,H001,H001-R015,07/01/2024,23/04/2024,29/04/2024,107,6,2,Direct,Flexible,74.74,448.44,1,0,,0.626,0,1.122,0,Sunday,Tuesday
B013301,H003,H003-R011,06/01/2024,12/03/2024,15/03/2024,66,3,4,Direct,Flexible,72.11,216.33,1,0,,0.502,0,0.971,0,Saturday,Tuesday
B013302,H002,H002-R054,10/11/2024,10/02/2025,17/02/2025,92,7,2,OTA-Booking,NRF,86.08,602.56,0,0,,0.011,0,1.03,0,Sunday,Monday
B013303,H013,H013-R012,17/04/2025,17/04/2025,21/04/2025,0,4,3,OTA-Booking,NRF,103.59,414.36,0,0,,0.586,0,1.013,0,Thursday,Thursday
